chapter,pair,dA,dB,delta_AB,delta_A,delta_B,delta_0,interaction,se,n_items
8,grammar+omission,10%,10%,1.7513603356809926,0.6027717540959503,0.13741259396681307,0.3811371963778514,1.3923131839960805,1.3001277953790233,9
8,grammar+omission,10%,20%,3.1911884419680434,0.6027717540959503,0.6027717540959504,0.3811371963778514,2.366782130153994,1.5079014902683514,9
8,mistranslation+addition,10%,bad_10%,2.0237605135992425,0.6027717540959502,0.13741259396681307,0.4337094216268955,1.7172855871633745,1.331180640884662,9
8,mistranslation+addition,10%,bad_20%,1.7513603356809926,0.6027717540959502,0.6027717540959504,0.4337094216268955,0.9795262491159872,1.2915150820401815,9
8,mistranslation+omission,10%,10%,1.7513603356809926,0.6027717540959502,0.13741259396681307,0.6145869607962364,1.6257629484144653,1.2997605666860454,9
8,mistranslation+omission,10%,20%,2.7062037432677695,0.6027717540959502,0.6027717540959504,0.6145869607962364,2.1152471958721053,1.4001961175703395,9
8,mistranslation+addition,20%,bad_10%,2.7062037432677695,0.13741259396681318,0.13741259396681307,0.4337094216268955,2.8650879769610387,1.439750921944857,9
8,mistranslation+addition,20%,bad_20%,2.3339197601901507,0.13741259396681318,0.6027717540959504,0.4337094216268955,2.0274448337542825,1.366336979740494,9
8,mistranslation+omission,20%,10%,2.7062037432677695,0.13741259396681318,0.13741259396681307,0.6145869607962364,3.0459655161303796,1.4316711970387066,9
8,mistranslation+omission,20%,20%,3.9227158908613804,0.13741259396681318,0.6027717540959504,0.6145869607962364,3.7971185035948536,1.7566386670063454,9
