chapter,method,model,item_count,scored_count,combined_mean,mcq_count,mcq_accuracy,open_count,open_llm_mean
5,mBART-50,llama 1b,26,26,0.15384615384615385,13,0.15384615384615385,13,0.15384615384615385
5,nllb-200-1.3B,1.5b,26,26,0.8653846153846154,13,0.8461538461538461,13,0.8846153846153846
5,nllb-200-1.3B,1.7b,26,26,0.8269230769230769,13,1.0,13,0.6538461538461539
5,nllb-200-1.3B,llama 1b,26,26,0.5769230769230769,13,0.5384615384615384,13,0.6153846153846154
5,nllb-200-distilled-600M,1.5b,26,26,0.7884615384615384,13,0.8461538461538461,13,0.7307692307692307
5,nllb-200-distilled-600M,1.7b,26,26,0.8076923076923077,13,1.0,13,0.6153846153846154
5,nllb-200-distilled-600M,llama 1b,26,26,0.21153846153846154,13,0.07692307692307693,13,0.34615384615384615
6,google_word_by_word,1.5b,16,16,0.75,8,1.0,8,0.5
6,google_word_by_word,1.7b,16,16,0.71875,8,1.0,8,0.4375
6,google_word_by_word,llama 1b,16,16,0.3125,8,0.25,8,0.375
6,helsinki,1.5b,16,16,0.96875,8,1.0,8,0.9375
6,helsinki,1.7b,16,16,0.96875,8,1.0,8,0.9375
6,helsinki,llama 1b,16,16,0.3125,8,0.375,8,0.25
6,llm_prompt_high,1.5b,16,16,0.875,8,1.0,8,0.75
6,llm_prompt_high,1.7b,16,16,0.96875,8,1.0,8,0.9375
6,llm_prompt_high,llama 1b,16,16,0.46875,8,0.75,8,0.1875
6,llm_prompt_low,1.5b,16,16,0.71875,8,0.875,8,0.5625
6,llm_prompt_low,1.7b,16,16,0.9375,8,1.0,8,0.875
6,llm_prompt_low,llama 1b,16,16,0.53125,8,0.375,8,0.6875
6,llm_prompt_medium,1.5b,16,16,0.84375,8,1.0,8,0.6875
6,llm_prompt_medium,1.7b,16,16,0.9375,8,1.0,8,0.875
6,llm_prompt_medium,llama 1b,16,16,0.40625,8,0.375,8,0.4375
6,mBART-50,1.5b,16,16,0.75,8,0.875,8,0.625
6,mBART-50,1.7b,16,16,0.75,8,0.875,8,0.625
6,mBART-50,llama 1b,16,16,0.34375,8,0.375,8,0.3125
6,nllb-200-1.3B,1.5b,16,16,0.9375,8,1.0,8,0.875
6,nllb-200-1.3B,1.7b,16,16,1.0,8,1.0,8,1.0
6,nllb-200-1.3B,llama 1b,16,16,0.5625,8,0.75,8,0.375
6,nllb-200-distilled-600M,1.5b,16,16,0.84375,8,1.0,8,0.6875
6,nllb-200-distilled-600M,1.7b,16,16,0.90625,8,1.0,8,0.8125
6,nllb-200-distilled-600M,llama 1b,16,16,0.53125,8,0.5,8,0.5625
7,google_word_by_word,1.5b,18,18,0.3333333333333333,9,0.3333333333333333,9,0.3333333333333333
7,google_word_by_word,1.7b,18,18,0.5555555555555556,9,1.0,9,0.1111111111111111
7,google_word_by_word,llama 1b,18,18,0.1111111111111111,9,0.2222222222222222,9,0.0
7,helsinki,1.5b,18,18,0.6111111111111112,9,0.3333333333333333,9,0.8888888888888888
7,helsinki,1.7b,18,18,0.8055555555555556,9,1.0,9,0.6111111111111112
7,helsinki,llama 1b,18,18,0.1111111111111111,9,0.1111111111111111,9,0.1111111111111111
7,llm_prompt_high,1.5b,18,18,0.6666666666666666,9,0.4444444444444444,9,0.8888888888888888
7,llm_prompt_high,1.7b,18,18,0.8055555555555556,9,1.0,9,0.6111111111111112
7,llm_prompt_high,llama 1b,18,18,0.4166666666666667,9,0.6666666666666666,9,0.16666666666666666
7,llm_prompt_low,1.5b,18,18,0.6111111111111112,9,0.3333333333333333,9,0.8888888888888888
7,llm_prompt_low,1.7b,18,18,0.7222222222222222,9,0.8888888888888888,9,0.5555555555555556
7,llm_prompt_low,llama 1b,18,18,0.1388888888888889,9,0.0,9,0.2777777777777778
7,llm_prompt_medium,1.5b,18,18,0.5555555555555556,9,0.5555555555555556,9,0.5555555555555556
7,llm_prompt_medium,1.7b,18,18,0.5833333333333334,9,0.8888888888888888,9,0.2777777777777778
7,llm_prompt_medium,llama 1b,18,18,0.25,9,0.2222222222222222,9,0.2777777777777778
7,mBART-50,1.5b,18,18,0.5,9,0.3333333333333333,9,0.6666666666666666
7,mBART-50,1.7b,18,18,0.7777777777777778,9,0.8888888888888888,9,0.6666666666666666
7,mBART-50,llama 1b,18,18,0.2222222222222222,9,0.2222222222222222,9,0.2222222222222222
7,nllb-200-1.3B,1.5b,18,18,0.3055555555555556,9,0.2222222222222222,9,0.3888888888888889
7,nllb-200-1.3B,1.7b,18,18,0.6388888888888888,9,0.8888888888888888,9,0.3888888888888889
7,nllb-200-1.3B,llama 1b,18,18,0.3333333333333333,9,0.4444444444444444,9,0.2222222222222222
7,nllb-200-distilled-600M,1.5b,18,18,0.4444444444444444,9,0.3333333333333333,9,0.5555555555555556
7,nllb-200-distilled-600M,1.7b,18,18,0.6944444444444444,9,0.8888888888888888,9,0.5
7,nllb-200-distilled-600M,llama 1b,18,18,0.3333333333333333,9,0.2222222222222222,9,0.4444444444444444
8,google_word_by_word,1.5b,18,18,0.4444444444444444,9,0.4444444444444444,9,0.4444444444444444
8,google_word_by_word,1.7b,18,18,0.6666666666666666,9,0.8888888888888888,9,0.4444444444444444
8,google_word_by_word,llama 1b,9,9,0.1111111111111111,4,0.0,5,0.2
8,helsinki,1.5b,18,18,0.4166666666666667,9,0.4444444444444444,9,0.3888888888888889
8,helsinki,1.7b,18,18,0.4722222222222222,9,0.5555555555555556,9,0.3888888888888889
8,helsinki,llama 1b,9,9,0.05555555555555555,4,0.0,5,0.1
8,llm_prompt_high,1.5b,18,18,0.5277777777777778,9,0.4444444444444444,9,0.6111111111111112
8,llm_prompt_high,1.7b,18,18,0.6944444444444444,9,1.0,9,0.3888888888888889
8,llm_prompt_high,llama 1b,18,18,0.5555555555555556,9,0.7777777777777778,9,0.3333333333333333
8,llm_prompt_low,1.5b,18,18,0.5,9,0.5555555555555556,9,0.4444444444444444
8,llm_prompt_low,1.7b,18,18,0.4722222222222222,9,0.7777777777777778,9,0.16666666666666666
8,llm_prompt_low,llama 1b,9,9,0.1111111111111111,4,0.0,5,0.2
8,llm_prompt_medium,1.5b,18,18,0.6388888888888888,9,0.7777777777777778,9,0.5
8,llm_prompt_medium,1.7b,18,18,0.6666666666666666,9,0.7777777777777778,9,0.5555555555555556
8,llm_prompt_medium,llama 1b,9,9,0.05555555555555555,4,0.0,5,0.1
