family,doses,n_items,mean_obs_per_item,sd_s_i,rms_se,tau2,tau2_lo95,tau2_hi95,signal
omission,0|10|15|20|30,120,15.0,1.3344,0.9601,0.8588,0.3183,1.5220,REVIVED
