family,doses,n_items,mean_obs_per_item,sd_s_i,rms_se,tau2,tau2_lo95,tau2_hi95,signal
omission,0|10|20|30,115,12.0,1.3510,1.0549,0.7122,0.2372,1.2415,REVIVED
