family,doses,n_items,mean_obs_per_item,sd_s_i,rms_se,tau2,tau2_lo95,tau2_hi95,signal
mistranslation,0|15|20|30,127,11.9,1.3297,1.1127,0.5300,0.0385,1.0824,REVIVED
