pool,pool_size,theta,arm,draws,tau,fit_slope,seed,step,mean_se,n_active
full,204,-1.0,random,500,0.5,group,2026,70,0.6090953665538394,500
full,204,-1.0,random,500,0.5,group,2026,71,0.6064459227240416,500
full,204,-1.0,random,500,0.5,group,2026,72,0.6038780927952604,500
full,204,-1.0,random,500,0.5,group,2026,73,0.6009792500379105,500
full,204,-1.0,random,500,0.5,group,2026,74,0.5980608752987926,500
full,204,-1.0,random,500,0.5,group,2026,75,0.5954856723112665,500
full,204,-1.0,random,500,0.5,group,2026,76,0.5929757434295566,500
full,204,-1.0,random,500,0.5,group,2026,77,0.5903887004682438,500
full,204,-1.0,random,500,0.5,group,2026,78,0.5878622116645043,500
full,204,-1.0,random,500,0.5,group,2026,79,0.5855349785915227,500
full,204,-1.0,random,500,0.5,group,2026,80,0.5832451006364497,500
full,204,-1.0,random,500,0.5,group,2026,81,0.580860775079948,500
full,204,-1.0,random,500,0.5,group,2026,82,0.5785774891734345,500
full,204,-1.0,random,500,0.5,group,2026,83,0.576181896555225,500
full,204,-1.0,random,500,0.5,group,2026,84,0.5738508966712073,500
full,204,-1.0,random,500,0.5,group,2026,85,0.5717560087975084,500
full,204,-1.0,random,500,0.5,group,2026,86,0.569546307383001,500
full,204,-1.0,random,500,0.5,group,2026,87,0.5672144960942392,500
full,204,-1.0,random,500,0.5,group,2026,88,0.5652403488094299,500
full,204,-1.0,random,500,0.5,group,2026,89,0.5631672014034054,500
full,204,-1.0,random,500,0.5,group,2026,90,0.5609564532721628,500
full,204,-1.0,random,500,0.5,group,2026,91,0.5589869969883303,500
full,204,-1.0,random,500,0.5,group,2026,92,0.5570782133505665,500
full,204,-1.0,random,500,0.5,group,2026,93,0.5550488301420573,500
full,204,-1.0,random,500,0.5,group,2026,94,0.5529783312673079,500
full,204,-1.0,random,500,0.5,group,2026,95,0.5507826631553085,500
full,204,-1.0,random,500,0.5,group,2026,96,0.548697993040223,500
full,204,-1.0,random,500,0.5,group,2026,97,0.5467120137931282,500
full,204,-1.0,random,500,0.5,group,2026,98,0.5445114673411654,500
full,204,-1.0,random,500,0.5,group,2026,99,0.5425051154045697,500
full,204,-1.0,random,500,0.5,group,2026,100,0.5406894112066961,500
full,204,-1.0,random,500,0.5,group,2026,101,0.538670526092828,500
full,204,-1.0,random,500,0.5,group,2026,102,0.5369829694047488,500
full,204,0.0,adaptive,500,0.5,group,2026,1,0.9373289032907656,500
full,204,0.0,adaptive,500,0.5,group,2026,2,0.8866395842989343,500
full,204,0.0,adaptive,500,0.5,group,2026,3,0.8453454475042743,500
full,204,0.0,adaptive,500,0.5,group,2026,4,0.811074846702385,500
full,204,0.0,adaptive,500,0.5,group,2026,5,0.7823699972582808,500
full,204,0.0,adaptive,500,0.5,group,2026,6,0.758113714879619,500
full,204,0.0,adaptive,500,0.5,group,2026,7,0.7375612136081736,500
full,204,0.0,adaptive,500,0.5,group,2026,8,0.7198641400677075,500
full,204,0.0,adaptive,500,0.5,group,2026,9,0.704567768719449,500
full,204,0.0,adaptive,500,0.5,group,2026,10,0.6918437647859176,500
full,204,0.0,adaptive,500,0.5,group,2026,11,0.6808337181076078,500
full,204,0.0,adaptive,500,0.5,group,2026,12,0.6709654994292276,500
full,204,0.0,adaptive,500,0.5,group,2026,13,0.6622292801086187,500
full,204,0.0,adaptive,500,0.5,group,2026,14,0.6543681942766826,500
full,204,0.0,adaptive,500,0.5,group,2026,15,0.6471956813848893,500
full,204,0.0,adaptive,500,0.5,group,2026,16,0.6401923630013215,500
full,204,0.0,adaptive,500,0.5,group,2026,17,0.6337373402852494,500
full,204,0.0,adaptive,500,0.5,group,2026,18,0.6274427510225491,500
full,204,0.0,adaptive,500,0.5,group,2026,19,0.6214975057741025,500
