method,score_file,total,mcq_count,mcq_correct,mcq_accuracy,open_count,open_llm_scored,open_llm_score_mean,open_embedding_scored,open_embedding_mean,llm_correct,llm_partial,llm_incorrect,llm_other,combined_score
helsinki,evaluation/outputs/llama 1b/helsinki/scores_target_llama.json,26,4,1,0.25,22,22,0.45454545454545453,22,0.5001452912402528,10,0,12,0,0.4230769230769231
nllb-200-1.3B,evaluation/outputs/llama 1b/nllb-200-1.3B/scores_target_llama.json,26,4,0,0.0,22,22,0.45454545454545453,22,0.4302294374831759,10,0,12,0,0.38461538461538464
mBART-50,evaluation/outputs/llama 1b/mBART-50/scores_target_llama.json,26,4,2,0.5,22,22,0.36363636363636365,22,0.4102878541859327,8,0,14,0,0.38461538461538464
nllb-200-distilled-600M,evaluation/outputs/llama 1b/nllb-200-distilled-600M/scores_target_llama.json,26,4,1,0.25,22,22,0.36363636363636365,22,0.4944662398366685,8,0,14,0,0.34615384615384615
llm_prompt_high,evaluation/outputs/llama 1b/llm_prompt_high/scores_target_llama.json,26,4,1,0.25,22,22,0.3181818181818182,22,0.3984921759580192,7,0,15,0,0.3076923076923077
llm_prompt_low,evaluation/outputs/llama 1b/llm_prompt_low/scores_target_llama.json,26,4,1,0.25,22,22,0.2727272727272727,22,0.35843916968303996,6,0,16,0,0.2692307692307692
llm_prompt_medium,evaluation/outputs/llama 1b/llm_prompt_medium/scores_target_llama.json,26,4,0,0.0,22,22,0.2727272727272727,22,0.4114527983460256,6,0,16,0,0.23076923076923078
google_word_by_word,evaluation/outputs/llama 1b/google_word_by_word/scores_target_llama.json,26,4,1,0.25,22,22,0.18181818181818182,22,0.32817996990164927,4,0,18,0,0.19230769230769232
