method,row_count,mean_score,open_mean,mcq_mean,open_count,mcq_count
google_word_by_word,327,0.5902140672782875,0.4970414201183432,0.689873417721519,169,158
helsinki,327,0.654434250764526,0.621301775147929,0.689873417721519,169,158
llm_prompt_high,327,0.7767584097859327,0.703030303030303,0.8518518518518519,165,162
llm_prompt_low,327,0.6941896024464832,0.6745562130177515,0.7151898734177216,169,158
llm_prompt_medium,327,0.6758409785932722,0.6449704142011834,0.7088607594936709,169,158
mBART-50,327,0.581039755351682,0.514792899408284,0.6518987341772152,169,158
nllb-200-1.3B,327,0.7431192660550459,0.6909090909090909,0.7962962962962963,165,162
nllb-200-distilled-600M,327,0.6422018348623854,0.5976331360946746,0.689873417721519,169,158
