chapter,row_count,mean_score,open_mean,mcq_mean,open_count,mcq_count
luke1,1056,0.7054924242424242,0.6666666666666666,0.7443181818181818,528,528
luke2,552,0.5996376811594203,0.5289855072463768,0.6702898550724637,276,276
luke3,336,0.7053571428571429,0.6190476190476191,0.7916666666666666,168,168
luke4,1012,0.6175889328063241,0.5434782608695652,0.691699604743083,506,506
luke5,624,0.6137820512820513,0.5833333333333334,0.6442307692307693,312,312
luke6,384,0.7135416666666666,0.6197916666666666,0.8072916666666666,192,192
luke7,414,0.5096618357487923,0.48792270531400966,0.5314009661835749,207,207
luke8,378,0.5582010582010583,0.47685185185185186,0.6666666666666666,216,162
