method,score_file,total,mcq_count,mcq_correct,mcq_accuracy,open_count,open_llm_scored,open_llm_score_mean,open_embedding_scored,open_embedding_mean,llm_correct,llm_partial,llm_incorrect,llm_other,combined_score
nllb-200-1.3B,evaluation/outputs/luke8/1.5b/nllb-200-1.3B/scores_target_llama.json,9,0,0,,9,9,0.6666666666666666,9,0.420678775903417,6,0,3,0,0.6666666666666666
llm_prompt_medium,evaluation/outputs/luke8/1.5b/llm_prompt_medium/scores_target_llama.json,9,0,0,,9,9,0.6666666666666666,9,0.4232223810243938,6,0,3,0,0.6666666666666666
llm_prompt_low,evaluation/outputs/luke8/1.5b/llm_prompt_low/scores_target_llama.json,9,0,0,,9,9,0.6666666666666666,9,0.38189028753664517,6,0,3,0,0.6666666666666666
llm_prompt_high,evaluation/outputs/luke8/1.5b/llm_prompt_high/scores_target_llama.json,9,0,0,,9,9,0.6666666666666666,9,0.4712822369177416,6,0,3,0,0.6666666666666666
nllb-200-distilled-600M,evaluation/outputs/luke8/1.5b/nllb-200-distilled-600M/scores_target_llama.json,9,0,0,,9,9,0.5555555555555556,9,0.5205309870256547,5,0,4,0,0.5555555555555556
google_word_by_word,evaluation/outputs/luke8/1.5b/google_word_by_word/scores_target_llama.json,9,0,0,,9,9,0.5555555555555556,9,0.41344025089146946,5,0,4,0,0.5555555555555556
mBART-50,evaluation/outputs/luke8/1.5b/mBART-50/scores_target_llama.json,9,0,0,,9,9,0.4444444444444444,9,0.37915735039343973,4,0,5,0,0.4444444444444444
helsinki,evaluation/outputs/luke8/1.5b/helsinki/scores_target_llama.json,9,0,0,,9,9,0.4444444444444444,9,0.367643083799963,4,0,5,0,0.4444444444444444
